Site,Year,Night,Act,Buzz,Hectares,Perim_meters,DateBuilt,Altitude_ft,ImpSurf_acres2km,SmallRd_km2km,BigRD_km2km,Roads,ForestedStreams_km_2km,UrbanPct2km,BarrenPct2km,SuburbanPct2km,AgriculturePct2km,ForestPct2km,FieldPct2km,ShrubPct2km,WaterPct2km,WetlandPct2km,UrbanLPI_2km,BarrenLPI_2km,SuburbanLPI_2km,AgricultureLPI_2km,ForestLPI_2km,LowDensityForestLPI_2km,FieldLPI_2km,ShrubLPI_2km,WaterLPI_2km,WetlandLPI_2km,TotEdge_m_2km,EdgeDen_mperhect_2km,ContrastWeightedED_2km,TECI_2km,ECON_MN_2km,CLUMPY_2km,InterspersJuxt_2km
ATLA,2020,1,764,28,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
ATLA,2020,2,528,17,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
ATLA,2020,3,444,20,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
ATLA,2020,4,864,13,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
ATLA,2020,5,895,24,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
ATLA,2020,6,698,9,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
ATLA,2020,8,1355,25,37.37,15532.31,1961,26.41,1665.052432,104.925,21.429,126.354,21.09,13.0815,0.6871,23.0219,0.018,19.13,2.241,2.409,14.4538,24.9578,5.2836,0.386,5.7119,0.018,4.3934,2.148,0.2543,0.5181,10.6028,6.6317,99460,44.6939,31.1073,62.6924,66.5144,0.9075,79.7769
AVAL,2019,1,0,0,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2019,2,0,0,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2019,3,17,0,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2019,5,19,1,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2019,6,283,39,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2019,7,232,16,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2019,8,86,2,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,1,0,0,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,2,64,0,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,3,82,1,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,5,184,16,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,6,83,3,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,7,73,2,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
AVAL,2020,8,163,8,42.09,8197.81,1971,11.02,665.642983,27.397,33.778,61.175,14.45,8.1434,1.7355,9.2804,1.9023,29.9722,11.4951,1.5488,14.3195,21.6027,5.284,0.6035,2.2436,1.6198,6.5925,0.5427,7.2503,0.2272,11.6184,13.0551,158520,80.394,52.6075,61.9216,62.4852,0.8963,82.2965
CRRI,2019,1,1,0,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,2,0,0,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,3,57,2,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,4,16,0,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,5,33,0,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,6,64,1,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,7,119,6,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
CRRI,2019,8,125,1,46.83,6646.31,1958,102.89,346.206336,38.477,9.523,48,61.22,1.3826,0.2602,12.594,59.2411,20.5727,0.905,0.8707,1.607,2.5666,0.5762,0.2544,2.7304,20.5974,4.8167,0.083,0.2431,0.2602,0.2576,0.5676,123530,66.1483,40.7286,59.814,51.9191,0.9001,68.1575
EAST,2019,1,50,5,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2019,3,289,16,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2019,4,290,15,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2019,5,26,3,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2019,7,280,12,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2019,8,164,6,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,1,196,7,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,2,317,19,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,3,350,25,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,4,323,12,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,5,1067,48,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,6,584,29,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,7,567,18,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
EAST,2020,8,615,18,10.19,1980.09,1964,70.25,492.165918,59.545,4.97,64.515,19.02,2.0233,0.0875,23.7773,41.9386,28.4746,1.4229,1.142,0.5764,0.5574,0.2562,0.0723,10.3349,25.7366,6.5025,0.0831,0.2701,0.2708,0.0748,0.3957,87360,55.3932,35.8642,60.6487,60.8053,0.933,74.1613
HAPI,2019,1,485,15,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,2,337,17,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,3,466,19,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,4,577,33,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,5,22,0,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,6,23,1,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,7,34,1,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2019,8,9,0,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2020,1,599,28,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
HAPI,2020,2,543,34,74.69,21717.42,1996,21.32,2216.805901,97.902,33.95,131.852,41.26,6.7747,2.734,31.3412,1.9759,31.2989,4.6371,1.0927,5.4396,14.7059,2.1685,0.9375,8.4901,1.1149,14.2668,0.1461,2.2517,0.1766,1.4824,6.622,200850,82.6621,57.0978,63.021,61.5821,0.895,77.1229
